judul,isi,label
Jimmy Kimmel akan kembali menjadi pembawa acara Oscars ke-96,"
				Jakarta (ANTARA) - Pembawa acara bincang-bincang malam Jimmy Kimmel akan menghiasi panggung Dolby Theater sekali lagi dengan menjadi pembawa acara Academy Awards (Oscars) untuk keempat kalinya.
 
Dilaporkan laman People, Rabu (15/11), pria berusia 56 tahun ini, akan kembali menjadi pembawa acara Oscars ke-96, Akademi mengumumkan pada hari Rabu.
 
“Saya selalu bermimpi menjadi pembawa acara Oscar tepat empat kali,” kata Kimmel dalam rilisnya yang dilaporkan laman People, Rabu (15/11).

Baca juga: Jimmy Kimmel rehat dari ""Jimmy Kimmel Live""

Baca juga: Jimmy Kimmel pikirkan bagaimana cara bawakan acara Emmy Awards
 
Untuk upacara penghargaan Oscars, Kimmel juga akan ditemani oleh istrinya dan penulis utama Jimmy Kimmel Live! Molly McNearney, yang mendapatkan nominasi Emmy atas karyanya sebagai penulis dan produser eksekutif acara tahun 2023. Dia kembali sebagai produser eksekutif untuk siaran Academy Awards tahun depan.
 
""Kami sangat senang Jimmy kembali menjadi pembawa acara dan Molly kembali sebagai produser eksekutif untuk Oscar. Mereka berbagi kecintaan kami terhadap film dan komitmen kami untuk menghasilkan pertunjukan yang dinamis dan menghibur bagi penonton global kami,” kata CEO Academy Bill Kramer dan Presiden Academy Janet Yang.
 
“Kami sangat berterima kasih kepada Jimmy, Molly, dan tim mereka atas kreativitas dan kemitraan luar biasa mereka dan karena telah melakukan perjalanan ini lagi bersama kami,"" lanjut Kramer dan Yang.
 
Ini akan menjadi keempat kalinya Kimmel menjadi pembawa acara dan tahun kedua berturut-turut sejak ia menjadi pembawa acara Oscar tahun lalu, yang menurut laporan Entertainment Weekly adalah acara penghargaan yang paling banyak ditonton dalam tiga tahun dengan 18,7 juta penonton.
 
Sebelumnya Kimmel menjadi pembawa acara penghargaan Oscar pada tahun 2017 dan 2018, dan sempat tidak melakukannya dari tahun 2019 hingga 2021. Sementara Oscar tahun 2022 menampilkan Regina Hall, Wanda Sykes dan Amy Schumer sebagai pembawa acara.
 
Bulan lalu, Academy mengumumkan tim kreatif di balik siaran ABC, yang akan dipimpin oleh sutradara Hamish Hamilton untuk keempat kalinya. Raj Kapoor dan Katy Mullen akan menjadi produser eksekutif pertama kali untuk program mendatang, dengan Kapoor merangkap sebagai showrunner.
 
“Jimmy telah mengukuhkan dirinya sebagai salah satu pembawa acara Oscar terhebat sepanjang masa dengan perpaduan sempurna antara kemanusiaan dan humor, dan Molly adalah salah satu produser siaran langsung TV terbaik. Kami senang bisa bekerja sama dengan mereka dan tim mereka di acara tersebut,” kata Kapoor dan Mullan dalam rilis berita Akademi pada hari Rabu waktu setempat.
 
Oscar ke-96 akan digelar pada Minggu, 10 Maret 2024 di Dolby Theatre di Ovation Hollywood, Amerika Serikat.

Baca juga: Tak punya SIM, Olivia Rodrigo ""nebeng"" mobil Jimmy Kimmel

Baca juga: Jimmy Kimmel jadi pembawa acara Oscar 2023

Baca juga: Baru sembuh, Jimmy Kimmel kembali positif COVID-19Penerjemah: Fitra AshariEditor: Maria Rosari Dwi Putri				COPYRIGHT © ANTARA 2023
",hiburan
"Sukses gebrak Jakarta, Coldplay: Penonton terbaik yang pernah ada","
				Jakarta (ANTARA) - Grup band asal Inggris Coldplay sukses menggelar konser perdananya di Indonesia, tepatnya di Stadion Utama Gelora Bung Karno (GBK), Jakarta, Rabu (15/11) malam.

Band yang digawangi Chris Martin (vokal, gitar, piano), Guy Berryman (bass), Jonny Buckland (lead guitar) dan Will Champion (drum) itu tampil spektakuler selama lebih dari dua jam membawakan sekitar 20 lagu terpopulernya.

Para penggemar yang telah menanti kedatangan Coldplay ke Indonesia selama lebih dari dua dekade itu pun dengan kompak tak henti bernyanyi pada setiap lantunan lagu tanpa lirik yang salah, membuat frontman Coldplay terpukau.

“Kalian adalah penonton terbaik yang pernah kami lihat,” ujar Martin.

Baca juga: Coldplay buka konser perdananya di Jakarta dengan ""Higher Power""

Baca juga: Buka konser Coldplay, Rahmania Astrini takjub lautan manusia

“Kami baru menyadari, ini adalah pertunjukan kami yang pertama kalinya di Indonesia, kami ingin mengingatnya bersama 80 ribu dari kalian,” tambahnya.

Malam itu, Coldplay menyanyikan sederet lagu terpopulernya, seperti “Adventure of a Lifetime”, “Paradise”, “The Scientist”, “Viva La Vida”, “A Sky Full of Stars”, “Fix You”, “In My Place”, hingga “Yellow”.

Salah satu stadion terbesar di Tanah Air itu pun bertambah megah dengan lampu-lampu yang tersemat pada gelang tiap penonton, berkelap-kelip berganti warna menyesuaikan dentuman beat dan melodi.

Pada kesempatan itu, Martin tak lupa mengucapkan rasa terima kasihnya kepada seluruh penonton yang rela hadir di tengah hari kerja dan hiruk-pikuk padatnya lalu lintas Ibu Kota.

Ia juga berterima kasih kepada seluruh kru, musisi penampil, petugas keamanan, kepolisian, hingga supir taksi dan bus di sekitar venue konser.

“Terima kasih tetap datang meski macet, maksudku, kemacetan di Jakarta sangat gila, terima kasih atas usaha kalian menerjang hiruk-pikuk kemacetan di hari Rabu malam, untuk datang ke pertunjukan ini,” imbuh Martin sembari berseloroh.

Usai sukses menghibur para penonton, mulai dari menuai tawa hingga sesak tangis oleh lelucon dan lagu-lagu yang ia kumandangkan, Martin dan kawan-kawan pun menutup penampilannya dengan tembang “Biutyful”.

Baca juga: Sejumlah fakta menarik tentang Coldplay

Saking terpukaunya dengan para fans dari Indonesia, Martin pun berjanji untuk kembali ke Indonesia di waktu yang akan datang.

“Penonton yang begitu menakjubkan, aku sangat bahagia berada di sini,” kata dia.

“Terima kasih telah menunggu ribuan hari untuk melihat kami di sini. Kami akan kembali, aku janji,” Martin menutup pertunjukan.

Adapun konser Coldplay di Jakarta kali ini adalah rangkaian tur “Music of the Spheres Tour 2023” dan merupakan penampilan perdana grup band asal Inggris tersebut di Indonesia sejak band itu didirikan pada 1997.

Selain Rahmania Astrini yang telah diagendakan tampil sebagai musisi pembuka, Coldplay memberi kejutan dengan turut menampilkan grup band jazz soul Tanah Air Maliq & D'Essentials untuk membawakan lagu “Senja Teduh Pelita”.

Baca juga: Coldplay ganti bendera pelangi dengan warna putih bertuliskan cinta

Baca juga: Kejutan, Maliq & D'Essentials tampil di panggung Coldplay

Baca juga: Chris Martin Coldplay: Boleh dong pinjam seratusPewarta: Pamela SakinaEditor: Maria Rosari Dwi Putri				COPYRIGHT © ANTARA 2023
",hiburan
Coldplay ganti bendera pelangi dengan warna putih bertuliskan cinta,"
				Jakarta (ANTARA) - Grup band asal Inggris Coldplay mengganti bendera pelangi dengan bendera berwarna putih bertuliskan “Love” yang berarti cinta, pada konsernya di Stadion Utama Gelora Bung Karno (GBK), Jakarta, Rabu (15/11) malam.

Pada sebagian besar konser Coldplay di berbagai negara dalam rangkaian tur “Music of the Spheres Tour 2023”, Chris mengibarkan bendera pelangi sebagai dukungan terhadap Lesbian, Gay, Biseksual, dan Transgender (LGBT), umumnya saat lagu “People of the Pride”.

Namun pada konsernya di Jakarta, mereka nampak memahami kondisi dan budaya setempat, dengan memilih untuk menggambarkan cinta dengan simbol yang lain.

“Terima kasih banyak untuk mengizinkan kami bermain di negaramu,” kata vokalis Chris Martin.

Baca juga: Buka konser Coldplay, Rahmania Astrini takjub lautan manusia

“Terima kasih untuk pemerintahmu telah memberi kami izin untuk datang ke sini,” tambahnya.

Usai menyanyikan lagu yang berpesan tentang hak tiap manusia untuk menjadi dirinya sendiri itu, Coldplay melanjutkan aksi panggungnya dengan lagu “Clocks”.

“Kami sangat jatuh cinta dengan masyarakatmu (Indonesia), dengan negaramu, kami sangat bahagia untuk berada di sini,” kata Martin.

Adapun konser Coldplay di Jakarta kali ini merupakan rangkaian tur “Music of the Spheres Tour 2023” dan merupakan penampilan perdana grup band asal Inggris tersebut di Indonesia sejak band itu didirikan pada 1997.

Malam itu, Coldplay tampil selama lebih dari dua jam menyanyikan sekitar 20 lagu terpopulernya, seperti “Adventure of a Lifetime”, “Paradise”, “The Scientist”, “Viva La Vida”, “A Sky Full of Stars”, “Fix You”, hingga “Yellow”.

“Kami melihat orang-orang bernyanyi bersama dan tidak saling bertarung, berlaku baik pada sesama, dan melihat sisi terbaik manusia, jadi, terimakasih telah menunjukan betapa indahnya manusia dapat bersama, itu sesuatu yang besar,” ujar Martin.

Beberapa hari menjelang konser di Jakarta, kehadiran Coldplay masih menuai kontra dari kelompok masyarakat anti-LGBT. Bahkan, beberapa jam sebelum konser, demo penolakan grup band tersebut sempat berlangsung di depan area GBK.

“Kami sebagai band tidak mendukung terorisme, penindasan, atau semacamnya, kami percaya setiap orang bebas untuk menjadi dirinya sendiri dan dapat bekerja sama, meski terkadang tidak selalu saling setuju,” Martin menambahkan.

Baca juga: Kejutan, Maliq & D'Essentials tampil di panggung Coldplay

Baca juga: Chris Martin Coldplay: Boleh dong pinjam seratus

Baca juga: Coldplay buka konser perdananya di Jakarta dengan ""Higher Power""Pewarta: Pamela SakinaEditor: Maria Rosari Dwi Putri				COPYRIGHT © ANTARA 2023
",hiburan
"Saat Chris Martin ""boleh dong pinjam 100"" ke penonton","

 









								ANTARA - Puluhan ribu penonton memadati Stadion Utama Gelora Bung Karno, Senayan, Jakarta, Rabu (15/11) untuk menyaksikan konser Coldpay di Indonesia. Konser ini menjadi kesempatan pertama band asal Inggris itu manggung di tanah air, sejak debut pada 1997. (Amita Putri Caesaria/Agha Yuninda Maulana, Monalisa/Soni Namura/Hilary Pasulu)							
",hiburan
"Kejutan, Maliq & D'Essentials tampil di panggung Coldplay","
				Jakarta (ANTARA) - Grup band jazz soul Maliq & D'Essentials memberi kejutan dengan tampil di panggung Coldplay pada konser “Music of the Spheres Tour 2023” di Stadion Utama Gelora Bung Karno (GBK), Jakarta, Rabu (15/11) malam.

“Terima kasih Chris Martin untuk mengundang kami ke panggungmu!” ujar vokalis Maliq & D'Essentials Angga Puradiredja di sela penampilan mereka.

Pada beberapa lagu terakhir, Coldplay mendadak menyebut Maliq & D'Essentials dan memanggilnya ke atas panggung. Sempat terheran beberapa saat, lantunan melodi lagu “Senja Teduh Pelita” dari grup band yang digawangi Angga Puradiredja (vokal), Widi (drum), Indah (vokal), Jawa (bass), Lale (gitar), dan Ilman (keyboard) itu tiba-tiba terdengar.

Baca juga: Coldplay buka konser perdananya di Jakarta dengan ""Higher Power""

Sontak para penonton konser Coldplay pun bersorak histeris akan kejutan tersebut. Mereka pun lanjut bernyanyi bersama Maliq & D'Essentials.

“Terima kasih semuanya, mari kita bersatu untuk Indonesia,” Angga berseru.

Maliq & D'Essentials tampil pada konser Coldplay di Stadion Utama Gelora Bung Karno, Jakarta, Rabu (15/11/2023). (ANTARA/Pamela Sakina)


Coldplay membagikan panggungnya kepada Maliq & D'Essentials untuk satu lagu, dengan aransemen akustik. Para personel Coldplay pun terlihat menikmati lagu sembari mengangkat tangannya di udara.

Konser Coldplay di Jakarta kali ini merupakan rangkaian tur “Music of the Spheres Tour 2023” dan merupakan penampilan perdana grup band asal Inggris tersebut di Indonesia sejak didirikan pada 1997.

Malam itu, Coldplay tampil lebih dari dua jam menyanyikan sekitar 20 lagu terpopulernya, seperti “Adventure of a Lifetime”, “Paradise”, “The Scientist”, “Viva La Vida”, “A Sky Full of Stars”, “Fix You”, hingga “Yellow”.

Selain memukau dengan lagu-lagu mereka, penampilan Coldplay malam itu juga mengundang tawa lantaran Chris Martin berkelakar ""pinjam seratus"". 

Baca juga: Chris Martin Coldplay: Boleh dong pinjam seratus

Baca juga: Tak sabar saksikan Coldplay, fans rela antre berjam-jam

Baca juga: Penonton Coldplay berlarian padati GBK jelang konserPewarta: Pamela SakinaEditor: Natisha Andarningtyas				COPYRIGHT © ANTARA 2023
",hiburan
Chris Martin Coldplay: Boleh dong pinjam seratus,"
Apa kabar kota Jakarta, boleh, dong, pinjam seratus.Jakarta (ANTARA) - Vokalis Coldplay Chris Martin menuai gelak tawa dengan berpantun saat konser “Music of the Spheres Tour 2023”  di Stadion Utama Gelora Bung Karno (GBK), Jakarta, Rabu (15/11) malam.

“Hari Selasa ujian fisika, biar belajar biar lulus,” kata Chris Martin dalam bahasa Indonesia.

Penonton menjawab Chris Martin dengan ""cakep"", seruan khas untuk menanggapi pantun.

“Apa kabar kota Jakarta, boleh, dong, pinjam seratus,” kata Chris Martin sembari bermain piano.

Baca juga: Coldplay buka konser perdananya di Jakarta dengan ""Higher Power""

Sontak para penonton pun bersorak dan tertawa, tidak menyangka frontman Coldplay itu juga paham akan lelucon yang sedang ramai di Indonesia.

Chris Martin pun mengucap kata demi kata dengan sangat fasih, tanpa ada bait yang terlupa. Tak sampai di situ, pria kelahiran 2 Maret 1977 itu pun melanjutkan pantun dahsyatnya.

“Jalan kaki sampai Senayan, siap-siap membeli buku. Jakartaku kota impian, Coldplay is here for you,"" kata Martin.

Konser Coldplay di Jakarta kali ini merupakan rangkaian tur dunia “Music of the Spheres Tour 2023” dan merupakan penampilan perdana grup band asal Inggris tersebut di Indonesia sejak mereka berdiri pada 1997.

Malam itu, Coldplay menyanyikan sekitar 25 lagu-lagu terpopulernya, seperti “Adventure of a Lifetime”, “Paradise”, “The Scientist”, “Viva La Vida”, “A Sky Full of Stars”, “Fix You”, hingga “Yellow”

Seperti konser “Music of the Spheres Tour 2023” di negara lainnya, Chris juga mengajak dua orang penonton Indonesia ke atas panggung untuk menyanyikan lagu bersama. Kali ini, mereka menyanyikan “Everglow” untuk orang terdekat kedua penonton tersebut yang telah tiada.

Coldplay tampil memukau penonton selama lebih dari dua jam, mereka menutup penampilan malam itu dengan “Biutyful"".

Baca juga: Buka konser Coldplay, Rahmania Astrini takjub lautan manusia

Baca juga: Ratusan laporan penipuan penjualan tiket Coldplay diselidiki polisi

Baca juga: Penonton Coldplay berlarian padati GBK jelang konserPewarta: Pamela SakinaEditor: Natisha Andarningtyas				COPYRIGHT © ANTARA 2023
",hiburan
Ekonom: Masyarakat dapat ubah gaya hidup guna dukung ekonomi hijau,"
				Jakarta (ANTARA) - Ekonom makroekonomi dan pasar keuangan Lembaga Penyelidikan Ekonomi dan Masyarakat (LPEM) Fakultas Ekonomi dan Bisnis Universitas Indonesia Teuku Riefky, M.Sc, mengatakan bahwa masyarakat dapat mengubah gaya hidup menjadi lebih ramah lingkungan untuk mendukung ekonomi hijau.

“Praktik yang sejalan dengan komitmen penurunan emisi global,” ujar Teuku Riefky kepada ANTARA saat dihubungi melalui telepon dari Jakarta, Rabu (15/11) malam.

Selain melakukan praktek yang lebih ramah lingkungan, Teuku Riefky juga mengatakan bahwa masyarakat memiliki peran penting untuk mendorong atau memberi tekanan kepada pemerintah terkait implementasi kebijakan-kebijakan yang berlandaskan motivasi transisi iklim.

Dengan demikian, masyarakat dapat menuai keuntungan dari kesuksesan ekonomi hijau. Teuku Riefky mengatakan bahwa salah satu target ambisius dari pelaksanaan green economy atau ekonomi hijau adalah memperlambat atau bahkan menghilangkan perubahan iklim.

“Kalau perubahan iklim bisa diantisipasi dengan baik, tentu masyarakat sangat diuntungkan,” kata Teuku Riefky.

Baca juga: Ekonom: Perlu intervensi pemerintah untuk ubah gaya hidup masyarakat

Apabila masyarakat berhasil menahan laju perubahan iklim, ujar Teuku Riefky melanjutkan, maka risiko-risiko bencana akibat perubahan iklim akan berkurang, salah satunya kemarau panjang yang bisa berdampak pada krisis pangan.

Selain itu, dia juga meyakini laju perubahan iklim yang berhasil diatasi dapat menurunkan kemungkinan banjir maupun kebakaran hutan.

“Jadi, dampak ke masyarakat sangat-sangat besar,” ujar Riefky.

Dia menambahkan bahwa konsep green economy (ekonomi hijau) dan blue economy (ekonomi biru) sangatlah dekat dengan masyarakat Indonesia. Riefky mencontohkan tingkat biodiversitas yang sangat tinggi di Indonesia, serta sebagian besar daerah pesisir yang memanfaatkan sektor perikanan maupun produk bahari lainnya sebagai sumber mata pencaharian.

Tak terkecuali, kata Riefky melanjutkan, sektor transportasi barang melalui logistik laut yang juga merupakan wujud dari ekonomi biru.

“Secara umum, negara Indonesia sangat dekat dengan isu ekonomi hijau dan ekonomi biru,” kata Riefky.

Baca juga: Kemenparekraf sebut pariwisata hijau untuk menguatkan ekonomi kreatif

Baca juga: Perubahan iklim dan pemanfaatan energi hijau

Baca juga: Moeldoko sebut anak muda berperan kembangkan ekonomi hijauPewarta: Putu Indah SavitriEditor: Natisha Andarningtyas				COPYRIGHT © ANTARA 2023
",hiburan
"Coldplay buka konser perdananya di Jakarta dengan ""Higher Power""","
Terima kasih telah menerima kami di negara kalianJakarta (ANTARA) - Grup band asal Inggris, Coldplay, membuka konser perdananya di Indonesia, tepatnya di Stadion Utama Gelora Bung Karno (GBK) Jakarta, Rabu malam, dengan lagu andalan “Higher Power”.

“Indonesia,” sang vokalis Chris Martin menyapa dengan nada.

Sontak riuh suara sorakan para penonton menggema di dalam salah satu stadion termegah Indonesia tersebut.

Chris dan kawan-kawan naik ke atas panggung tepat pukul 21.00 WIB, menggebrak Gelora Bung Karno dengan hentakan musik.

Baca juga: Buka konser Coldplay, Rahmania Astrini takjub lautan manusia

Gemerlap lampu-lampu yang menyala dari gelang lampu yang dikenakan lebih dari 70 ribu penonton pun menambah suasana megah.

“Terima kasih telah menerima kami di negara kalian,” ujar Chris.

Mereka pun lanjut melantunkan lagu populer lainnya “Adventure of a Lifetime”, “Paradise”, kemudian “The Scientist”.

Para penonton pun tak henti bersorak dan bernyanyi dengan lantang hingga ujung tenggorokan, seakan seluruh beban terlepaskan.

Konser Coldplay di Jakarta kali ini merupakan rangkaian tur “Music of the Spheres Tour 2023” dan merupakan penampilan perdana grup band asal Inggris tersebut di Indonesia sejak band itu didirikan pada 1997.

Coldplay diagendakan untuk membawakan lebih dari 20 lagu.

Baca juga: Konser Coldplay, Jalan Gerbang Pemuda GBK macet parah

Baca juga: Ratusan laporan penipuan penjualan tiket Coldplay diselidiki polisi

Baca juga: Penonton Coldplay berlarian padati GBK jelang konserPewarta: Pamela SakinaEditor: Suryanto				COPYRIGHT © ANTARA 2023
",hiburan
Antusiasme penggemar jelang konser Coldplay,"

 









								ANTARA - Grup musik rok asal Inggris Coldplay untuk pertama kalinya menggelar konser di Indonesia, bertempat di Stadion Utama Gelora Bung Karno Jakarta, Rabu (15/11). Intip antusiasme dan keseruan penggemar Coldplay jelang konser. (Suci Nurhaliza /Aprillio Abdullah Akbar/Satrio Giri Marwanto/Gracia Simanjuntak)							
",hiburan
"Buka konser Coldplay, Rahmania Astrini takjub lautan manusia","
				Jakarta (ANTARA) - Penyanyi Tanah Air Rahmania Astrini tampil memukau saat membuka konser grup band asal Inggris, Coldplay, di Stadion Utama Gelora Bung Karno (GBK), Jakarta. Rabu malam.

Dengan setelan hitam dan rambut tebal kuncir kuda, Rahmania naik ke atas panggung tepat waktu yakni pukul 20.00 WIB.

“Selamat malam GBK!” Rahmania berseru.

Setelah membawakan dua lagu beraransemen jazz, Rahmania pun memperkenalkan diri kepada puluhan ribu penonton Coldplay.

Ia mengaku takjub melihat lautan manusia yang memenuhi stadion GBK untuk menyaksikan grup band yang digawangi Chris Martin (vokal, gitar, piano), Guy Berryman (bass), Jonny Buckland (lead guitar) dan Will Champion (drum) tersebut.

“Halo, banyak banget orangnya ya Allah,” Rahmania takjub.

Baca juga: Perhatikan hal penting ini sebelum nonton konser Coldplay

Baca juga: Sejumlah fakta menarik tentang Coldplay

“Sebelum melanjutkan, aku mau memperkenalkan diri dulu, aku yakin belum banyak yang kenal aku, semoga kita bisa mengenal lebih jauh, aku Rahmania Astrini, aku adalah penyanyi dan penulis lagu asal Bandung,” tambahnya.

Dengan lantunan suara tinggi nan merdu, sekejap Rahmania mampu mengalihkan lelah para penonton yang telah mengantre dan memadati area konser selama beberapa jam.

Ia tampil selama sekitar 30 menit menyanyikan total enam lagu, beberapa di antaranya “Menua Bersama”, dan single terbarunya “Someday Somewhere Someplace Somehow”.

Rahmania juga membawakan lagu dari Maliq & D’essentials “Untitled”, dan lagu Chrisye “Aku Cinta Dia” sebagai tembang penutup.

Malam itu, Rahmania tak lupa mengucap terima kasih kepada Coldplay yang telah memberinya kesempatan untuk menjadi penampil pembuka.

“Rasanya tidak mungkin ya aku bisa ada di sini, aku mau mengucapkan terima kasih ke Coldplay dan Tuhan yang sudah memberikanku kesempatan untuk tampil di sini,” ujarnya.

“Apa kah kalian siap melihat Chris Martin? Terima kasih kesempatannya sampai jumpa kembali,” tambah Rahmania sembari meninggalkan panggung.

Konser Coldplay di Jakarta kali ini merupakan rangkaian tur “Music of the Spheres Tour 2023” dan merupakan penampilan perdana grup band asal Inggris tersebut di Indonesia sejak band itu didirikan pada 1997.

Setelah Rahmania Astrini tampil pukul 20.00 WIB, Coldplay diagendakan naik panggung dan tampil pada pukul 21.00 WIB.

Baca juga: Ratusan laporan penipuan penjualan tiket Coldplay diselidiki polisi

Baca juga: Tak sabar saksikan Coldplay, fans rela antre berjam-jam

Baca juga: Penonton Coldplay berlarian padati GBK jelang konserPewarta: Pamela SakinaEditor: Maria Rosari Dwi Putri				COPYRIGHT © ANTARA 2023
",hiburan
Parentalk akan gelar festival orang tua dan anak Desember 2023,"
				Jakarta (ANTARA) - Media edukasi Parentalk akan menggelar kembali festival tahunan untuk orang tua dan anak sekaligus merayakan ulang tahun Parentalk yang ke-6 bertema “Under The Sea” pada 2 Desember 2023 di Cibis Park, Jakarta Selatan.

“Parentalk hadir sebagai medium bagi para orang tua untuk dapat bertumbuh, terus belajar dan beradaptasi dalam menjalani peran sebagai orang tua. Di tengah kesibukan yang dijalani orang tua dan anak, kami melihat urgensi untuk membangun kedekatan antara orang tua dan anak semakin besar,” kata salah seorang pendiri dan CEO Parentalk Nucha Bachri saat ditemui di acara konferensi pers Parentalk Festival di Jakarta, Rabu.

Parentalk Festival hadir sebagai medium bagi para orang tua dan anak untuk bisa merangkai memori indah bersama, yang diharapkan dapat menjadi modal penting dalam membentuk koneksi dan pertumbuhan anak di masa depan.

Baca juga: My Baby akan gelar perayaan Momversity ke-5 pada 9 Desember 2023

Memiliki momen kebersamaan antara orang tua dan anak sangatlah penting, bukan hanya bagi orang tua tapi juga tumbuh kembang anak. Sebuah studi menemukan bahwa ibu yang belajar cara membicarakan kembali kenangan bersama keluarga dengan anak balitanya akan membesarkan remaja dengan potensi kecemasan dan depresi yang lebih kecil.

Oleh karena itu, Parentalk menginisiasi acara festival itu untuk mengeratkan hubungan antara anak dengan orang tua.

Tahun lalu, Parentalk Festival sukses dihadiri lebih dari 1.000 pengunjung dengan beragam mata acara, yakni playdate, workout, dan tennis party serta dimeriahkan berbagai penampil dan narasumber untuk acara bincang-bincang.

Parentalk Festival 2023 akan digelar di Cibis Park, Jakarta Selatan dengan tema “Under The Sea” yang dekat dengan anak. Berbagai aktivitas edukatif dan interaktif akan dilaksanakan di acara ini, seperti aktivitas dari Kindy Cloud & BabyLoania, dan lainnya.

Selain itu, akan ada acara bincang-bincang “ParenTalkshow” bersama Samantha Elsener yang bekerjasama dengan Parentalk & Santhosa (ahli dari Good Enough Parents) serta Evolette Alexandra dan Luna Allegra dari kerjasama antara Parentalk & Wilio.

“Melalui kegiatan Parentalk Festival 2023, kami ingin mengajak orang tua untuk bisa merangkai lebih banyak memori indah dan berkesan bersama anak-anak, juga keluarga lainnya. Lebih menyenangkan karena akan banyak pula kegiatan dan ilmu yang harapannya bisa didapatkan di kegiatan ini. Mari kita rangkai cerita baik, untuk masa depan anak yang lebih baik,” kata Nucha.

Baca juga: Orang tua jadi penentu anak miliki sifat agresif melakukan bullying

Baca juga: Langkah bangun hobi anak melalui permainan

Baca juga: Anak bisa mulai diajarkan berbagi sejak usia tiga tahun

Baca juga: 10 rahasia besarkan anak jadi lebih cerdasPewarta: Vinny Shoffa SalmaEditor: Natisha Andarningtyas				COPYRIGHT © ANTARA 2023
",hiburan
Cara Andien Aisyah eratkan hubungan dengan sang anak,"
				Jakarta (ANTARA) - Musisi Andien Aisyah membagikan pengalamannya sebagai orang tua dalam mengeratkan hubungan dengan dua anaknya Kawa dan Tabi yang kini sedang berada pada masa tumbuh kembang aktif.
 
“Aku sama anak-anak maksimalkan waktu bersama, penting banget untuk punya momen-momen menyenangkan bersama Kawa dan Tabi,” kata Andien saat ditemui dalam acara bincang-bincang di Jakarta, Rabu.
 

Menurut Andien, membuat memori indah bersama sang anak menjadi salah satu hal penting untuknya. Oleh karena itu, dia enggan mempekerjakan asisten untuk mengurus anak dan bersedia untuk bertanggung jawab penuh terhadap mereka.
 

“Aku kan nggak pakai asisten untuk urus anak, jadi, kadang mereka suka aku bawa kerja,” kata Andien.

Baca juga: Ingin cetak memori indah jadi alasan Andien hidup sehat
 

Tidak heran, anak-anak Andien menjadi sangat dekat dengannya dan tumbuh dengan baik di bawah pengawasannya. Dia pun membebaskan anak-anaknya untuk bermain atau berinteraksi dengan orang lain, selama kegiatan itu dilakukan sewajarnya dan tidak mengganggu waktu istirahat mereka.
 

“Aku membebaskan mereka untuk nyeker (tidak pakai alas kaki), main di luar. Menurutku, itu bagus untuk daya motorik mereka,” kata pelantun “Saat Bahagia” itu.
 

Andien menilai selama bisa melibatkan dia, anak-anak dan suami, serta menyenangkan, aktivitas itu bisa menjadi kenangan manis yang, dia berharap, bisa diingat terus oleh Kawa dan Tabi.
 

""Jadi, modal mereka menghadapi tantangan ke depan,” kata Andien.
 

Andien pun memiliki beberapa kiat untuk mengeratkan diri bersama sang anak dan membuat core memory positif untuk mereka. Dia mengaku sering berbincang bersama mereka sebelum tidur, seperti bertanya kondisi mereka hari itu atau pengalaman dan kejadian unik apa yang mereka alami dalam satu hari.
 

Tidak hanya itu, Andien juga menyesuaikan diri untuk mengeratkan hubungannya dengan sang anak. Untuk Kawa, Andien merasa anak pertamanya itu lebih terbuka terhadap orang lain dan aktif, sehingga Andien mendorong Kawa untuk lebih banyak berinteraksi dengan orang lain.

Sementara anak bungsunya Tabi, dia cenderung lebih diam dan memperhatikan orang lain. Andien sering menceritakan ondel-ondel karena Tabi sangat menyukai kesenian Betawi tersebut.
 

“Dia juga suka banget ondel-ondel, sebelum tidur kadang suka aku ceritain cerita yang ada ondel-ondelnya (sesuai kemauan Tabi), kayaknya mau jadi budayawan dia,” kata Andien.

Baca juga: Andien: Wawasan tentang gizi harus dimiliki wanita sebelum hamil 

Baca juga: Pertama kalinya, Kawa anak Andien ikut puasa

Baca juga: Ketahui pentingnya ""core memory"" pada anakPewarta: Vinny Shoffa SalmaEditor: Natisha Andarningtyas				COPYRIGHT © ANTARA 2023
",hiburan
